frame,sample_token,ann_token,class,camera_hit,lidar_hit,fusion_union_hit,both_hit
14,f753d3f87e5b40af87ff2cbf7c8e7082,e9f3b0180d974d73b80a5ab0c8756f7c,car,0,1,1,0
15,b22fa0b3c34f47b6a360b60f35d5d567,b68d19dbcb46488dbba0af0cea289b63,car,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,4ae5271520264fc081e9b6b0ed494e20,car,1,1,1,1
15,b22fa0b3c34f47b6a360b60f35d5d567,518f05531e3a42ff9a14f374c114f33a,car,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,684488c218d340f5bbcdaff86afe1c74,pedestrian,1,1,1,1
15,b22fa0b3c34f47b6a360b60f35d5d567,f566026756df4eca8703d21eda2ef0ff,pedestrian,0,1,1,0
15,b22fa0b3c34f47b6a360b60f35d5d567,0c9d00a098c349199a24db799da51567,car,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,053903322ee74d78b4e088e11050e484,car,1,0,1,0
15,b22fa0b3c34f47b6a360b60f35d5d567,31aecb5b21404d069c80c7c91785efa1,car,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,9ec3571c1fd84146aaa20012ad284f1d,car,1,1,1,1
15,b22fa0b3c34f47b6a360b60f35d5d567,61a07fcb90024c7fa1678b96c5a3aa52,motorcycle,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,a7144e9d584847abbd93e69c6169b94b,pedestrian,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,0368fcf14f544a4ea15799d28615710c,truck,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,9dd7c2453b034d06a6b7a460baffd336,car,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,24cfb27afe714f0bafb098c0d6ecc5dd,car,1,0,1,0
15,b22fa0b3c34f47b6a360b60f35d5d567,e6582b27b03a431ca8bf7b79e68b73c5,car,1,0,1,0
15,b22fa0b3c34f47b6a360b60f35d5d567,68e1a96034c34f7ebb638f6962aec09b,pedestrian,0,0,0,0
15,b22fa0b3c34f47b6a360b60f35d5d567,e0152fbc04824fa4875b72c8c24bf2c4,car,0,1,1,0
16,0a0d6b8c2e884134a3b48df43d54c36a,35fc5e56dadd45e09d33223964df810b,car,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,a42ec89706094b80bcbd4adafa3a83fd,car,1,1,1,1
16,0a0d6b8c2e884134a3b48df43d54c36a,3219df0be6764e9e955e91f5eca4332e,car,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,64d47da64b754f31a644f19cb82ef842,pedestrian,1,1,1,1
16,0a0d6b8c2e884134a3b48df43d54c36a,b6d0ef2b89094219b921d52cd8d0ed6b,car,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,7994f8e1addc46f4a86fde1e7614ef61,car,1,1,1,1
16,0a0d6b8c2e884134a3b48df43d54c36a,4b377f65d0b34bbb8ab99ec1e18035c2,car,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,71003d78219e4f3d9112afddbb11b6f2,car,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,7b820ba53c354ad590861b2ec2c8b7f7,car,1,1,1,1
16,0a0d6b8c2e884134a3b48df43d54c36a,79209bac4edc460aa4d48377ca9b576e,motorcycle,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,d9634fbff7804ac687ff85c0e0689478,pedestrian,0,1,1,0
16,0a0d6b8c2e884134a3b48df43d54c36a,820c783470714d40bff33600cc1b7153,truck,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,95d85a6d14f149b19dc22a0d8bca22c7,car,0,0,0,0
16,0a0d6b8c2e884134a3b48df43d54c36a,c939e76af6ff412d9e96e00eca714dc8,car,0,1,1,0
16,0a0d6b8c2e884134a3b48df43d54c36a,486caa7fa36a47bab5cdff648dd26688,car,1,0,1,0
16,0a0d6b8c2e884134a3b48df43d54c36a,626e168908764960bb3e18add2e27853,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,0b3c32ee08b240db94d38d8ef8489409,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,c6ddef6638ee4610b07cf0189abd689b,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,bfc83913139942fda00bf4226bcc969b,car,1,1,1,1
17,8e9c2cba0ee74056aa3746e8391d54a9,f233c02e90444bf89543013abd15231a,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,e4f26ba4b7cc4d2da9400141f710d7f4,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,9d8a365e34e8490b93a69685e2a2359b,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,634d62f640b24f848f1cba118485cdf5,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,6d1bbe4ac59442b1a4e8b4a254b48dc5,car,1,0,1,0
17,8e9c2cba0ee74056aa3746e8391d54a9,b4703d83f34b4992bd521861df9acc8c,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,3351268fe9244e73ad132cf13ab0386a,car,1,1,1,1
17,8e9c2cba0ee74056aa3746e8391d54a9,2406c50c1e4e467fb98693ed627d2ca7,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,d14c5b9c5b214298a5ccfa6cad3f7d63,car,1,1,1,1
17,8e9c2cba0ee74056aa3746e8391d54a9,b8c9d8cc80f3421989aa62e42f0d28c3,motorcycle,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,f50fdf7271fc4562bee0ceb62c2937fe,pedestrian,1,1,1,1
17,8e9c2cba0ee74056aa3746e8391d54a9,ab3e319fae844195a98838b9f6bb0f4e,truck,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,48508de6973d45a19371aea32c36c2e3,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,7e14b75af54d4c899ec5b06b6be5ce87,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,0f4c98ed35df4e8f9a894d412d4e79ae,car,1,0,1,0
17,8e9c2cba0ee74056aa3746e8391d54a9,d5fd6227567d4e44b2eb764adb5da549,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,54a7bbe850334538a462d32966455ce7,car,0,0,0,0
17,8e9c2cba0ee74056aa3746e8391d54a9,f86091dd98754bd9b53beec14c9b8820,car,1,1,1,1
18,fdc39b23ab4242eda6ec5e1e6574fe33,9c251622ea32412d921f8d4e28de55c6,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,1c85210e097b4bb2b2d0c0f06220a999,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,9fa6c2cb1ae8424dac14a648d010d92e,car,1,1,1,1
18,fdc39b23ab4242eda6ec5e1e6574fe33,ef84dae1b81d40d69084d0f615a87a1e,car,1,0,1,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,a62c080ff403414abd3d2ca918f3c19c,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,e138b7f007164251bbfa8586d7f80274,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,4a6c4dfa01864e6b914076739fe9f452,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,3147c46b179d4817b2b669943e97fa7f,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,76d757058a3c461fbc1071d1b2ffc831,car,1,0,1,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,8ad227d02d3544169c709b2e01559ac7,car,1,0,1,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,114b7aa80a3e4636840c55604796a256,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,e585208bb1624a3db915c536baff819b,car,1,0,1,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,308112ee67594bd4ab4ed8d8ab116fdb,motorcycle,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,267ed783107a45acabfbf5997dfcf657,car,1,0,1,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,661e97109b8a4b2d8dfe9cd50085f573,pedestrian,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,5f3db35112bc493a9186ab6bf75bcb7e,truck,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,92061a55dfe3459a937b987e1c5a5fff,car,1,1,1,1
18,fdc39b23ab4242eda6ec5e1e6574fe33,9a239e965f3340848c70bf2a736092a8,car,1,1,1,1
18,fdc39b23ab4242eda6ec5e1e6574fe33,997d925b80684134bd3d81ca2794f907,car,1,0,1,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,3015154e86d44447b80cad1561983cab,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,4c3786cd0ec648aab3563f8a18ff9bdd,car,0,0,0,0
18,fdc39b23ab4242eda6ec5e1e6574fe33,91fc784855ae4cb9aee748e3e365c2c5,car,1,0,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,034490a1b8494b188cd05ede020b1b05,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,773b9b682897405cbd10f3d5b0cbda0c,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,62ec2d55b3db418399ce2229f2d59688,car,1,1,1,1
19,9ee4020153674b9e9943d395ff8cfdf3,8192c889b369421085118cecd4150907,car,1,1,1,1
19,9ee4020153674b9e9943d395ff8cfdf3,520fe967824a401f8421ddf0da485435,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,fb89873ad5ca457085251292ab4e3e82,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,22e2a1cd71a448c9a6ae49cb5bb179f8,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,6854318fa61a40d5922a396ddd048c24,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,e005bd108a914dfaa3b3aa4158e89513,car,1,0,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,894e676f43694d21b44bbe5971c5369c,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,3e57a41a4d994cfda0e33b2038041383,car,1,0,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,2e9a537babca475eadd280dae2ca61aa,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,26edf999e884424b9dd2a4cfa1bf4abd,car,1,0,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,bd32aeb5ad954c80badaab3032fee33b,motorcycle,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,f5a94465c3ae44e09c6b44972b71c5a3,car,1,0,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,53d7a64bd80642afb86722bb738d4e8c,pedestrian,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,5a116570ae6e4e51a0ab0df0c42fa30c,truck,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,f1c418099305439ba48c1aa52726ffb4,car,0,1,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,2add5c7ca92141cca9c6fd747e9ea87d,car,1,1,1,1
19,9ee4020153674b9e9943d395ff8cfdf3,f92ea0f1425f4b95b2b69fa700ca1f07,car,1,0,1,0
19,9ee4020153674b9e9943d395ff8cfdf3,84804a0dd2a746399d1c85a3295a2689,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,d59db27c6e8140e89faff35da1757099,car,0,0,0,0
19,9ee4020153674b9e9943d395ff8cfdf3,f49604197b2e4fba83f0955bc1e10445,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,8697c32ec5f54d549abead288c106509,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,92238ce0e043414cb4af30be732c8793,pedestrian,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,8b2459af8a0f427093f06c7fd0bd8130,car,1,1,1,1
20,5b03af7a953245b5a3b23191ed4da62a,5954ae3391df43239308290364837caf,car,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,6e524027554d49798e91cef3676dfd5f,car,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,080a8ea18b0145aa8fae32d811ce1495,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,0b83667c1394448ba07bd7299d2cffc1,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,e460fdf1c77e42cdbbb7173bfe516f44,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,77cdedc34c0e4306941a6dcc1a229293,car,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,31b255be8bcc46f5b47b588ba875fb71,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,3dfd7e5254d14a28bb19df51b3bb6a58,car,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,2022d65764284252878e9c9e2f8bdaeb,car,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,92228b6a6c174829b560a2c56af34557,car,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,451583f02dcc4e44830060cd62fe6441,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,ddd006284b424c928a4a5d8b4b429c83,car,0,1,1,0
20,5b03af7a953245b5a3b23191ed4da62a,befaf6c7f2fa415ea32e075f2fd4a7f3,motorcycle,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,4cd4f76bbe204896876ac9911319346a,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,521b758ac0f441bbad827aa4d5ed8859,pedestrian,0,1,1,0
20,5b03af7a953245b5a3b23191ed4da62a,2e114f7f7970443bb0097d82804912db,truck,1,0,1,0
20,5b03af7a953245b5a3b23191ed4da62a,1df36575874d41ef8366e47d71a19db8,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,bb91255174f14bc787f7034b9d73afab,car,1,1,1,1
20,5b03af7a953245b5a3b23191ed4da62a,6123191477004998a010a85b0fecab26,pedestrian,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,575532846f384a34a0e8663cbe2d09bd,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,d7caaf500c7c48339a294162e14370e2,car,0,0,0,0
20,5b03af7a953245b5a3b23191ed4da62a,0dabaedd75fe4f46adae6683177f0bc1,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,fb5113c8334448a98072307020af559f,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,af5d259615cc4e4d87e536bf5a37e1d3,pedestrian,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,da140f844c8a4cb69e0f74e779a85206,car,1,1,1,1
21,d0ecf474e0e64950aa265cd44b9c9d75,60193d8287a34bb2825f49da7fb7f3cf,car,1,0,1,0
21,d0ecf474e0e64950aa265cd44b9c9d75,062061ad4bd74c5cad1716fb8c83e0a6,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,fcc6350db9c045a88f61554a5ab0113d,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,ef7d455ffee8450794789f153516fd13,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,6b629232c0874302af0f82bfebf6ab75,car,0,1,1,0
21,d0ecf474e0e64950aa265cd44b9c9d75,bfb83c970300411581875e5974ed44d2,car,1,0,1,0
21,d0ecf474e0e64950aa265cd44b9c9d75,2c05f15735d7406392db997df3ac2af6,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,f489b83b26cd422ebbf60f9b67881fa5,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,bb8321c33adc4f51897843f1d4a85f6d,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,4fe0f0c371ef48d7bf4f49e411704bc9,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,9f093e6176154c4f9436532d82b379da,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,1a272ff5c3fd4633b0a644a6bff6eb9c,pedestrian,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,4c809c8ee9134fa39c482161c4f9b6a2,car,0,1,1,0
21,d0ecf474e0e64950aa265cd44b9c9d75,17648c4ba8b143578d7336990126082b,motorcycle,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,22e149a4da3043b099871b901f88434d,bicycle,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,3b4ab93d259745bc9a7446cf0878d8c9,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,6bf100e56cc34732bd0149d202c4bc0b,pedestrian,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,f7a9deb1b17443e2a6687bf4d8ead587,truck,1,0,1,0
21,d0ecf474e0e64950aa265cd44b9c9d75,6c9b5ebe34904bcb9c35d90134875915,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,fbf27a7aba5d41c7a5d0a51892611754,car,1,1,1,1
21,d0ecf474e0e64950aa265cd44b9c9d75,31fb7a8b4c564b83b7fbb83e0762bd27,pedestrian,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,e0c7365fc09047c2a1d4211fc30f2a56,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,0e5a9b53fe424c719abaae096306421f,car,0,0,0,0
21,d0ecf474e0e64950aa265cd44b9c9d75,d331ae5a11714bb281d94dd93592d0f0,car,1,0,1,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,4562344404f945b29dfb292e8d1985ae,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,2843151b5d4b4f47b48bb8cc0e95fe2b,pedestrian,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,a8d75058530e450699070016830cf69e,car,1,1,1,1
22,456ec36cb4a44ca78f36fbd90c0c34fa,5e44592ef8be48a2bb7660ba805b9f7a,car,1,0,1,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,759265e9ffab40fda4e51d35dded27c7,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,dbc9c0b5403d4bcba2fcd21f6e5ce9d9,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,cf9e2fb27b0c4ebfb118b251b5f47225,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,34063db61e894df895086200fe2aeca5,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,1b1b859c1ad94656a2e03ee02b85e143,car,1,0,1,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,185da6644f964d158518fb4cd17388ad,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,8c1488734ace4d49a9840675b57642d8,car,1,0,1,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,e0272fcfc59744ae82f4e7324fd26837,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,a5a8cef94205459fb15568f18bb7cc4f,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,4dda7160a86b4441b800d1ce11d83465,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,1c91edc582704f61b67ad96425afb4cf,pedestrian,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,98012dffaa3d45788e6fc9905fad5031,motorcycle,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,e273bf791a6b40489e0ed93d5f51548f,bicycle,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,813bbdc3bd0c4f1fa9aa391182aad369,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,b246ba73b2134c3f819e4e13d0f9fe80,pedestrian,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,861062a24f47417c971d5d204d534d3c,truck,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,07982170ea28493483cfa4424ae2988b,car,1,0,1,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,eee9aabba7f44f47aef7b116a7e5a278,car,1,1,1,1
22,456ec36cb4a44ca78f36fbd90c0c34fa,d77896ba75ab45b88c55df8b77d1b6bb,pedestrian,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,66f1a5ad38cb4c208d801e34adf49331,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,6410adc0aff94d7d9575ef3d0a6b16b7,car,0,0,0,0
22,456ec36cb4a44ca78f36fbd90c0c34fa,e9e3596313c746098c9c28dff02bd0ec,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,b6e00a5416944f29abe9c6d672eb5c63,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,f5364f285d7743af81aafeb7999c395b,pedestrian,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,a4e4718883584b079d8a91128092ece6,car,1,0,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,667b88a90c6846678c769ed399d1311f,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,cf0bbe9678474775a0ae614f923e2d63,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,dfe28a9ae099410e8aecf87871296327,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,869c9ba55127486ea436ab789c2ef59f,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,200854e5f25a467e8c150c916162fa61,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,67d91c9a1be84537af554b4e467c7cef,car,1,0,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,95a36cb5f86945d0ab601b1698273033,car,1,0,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,2f5799f79fe1498aac9cdd3f051332e7,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,f529e23c4bc9433a849b7aed5a765adf,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,fc7654576edc47ab9d33b232a66a49e5,car,1,0,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,256ad42e5c264bd1b269bcd7444ea105,car,1,0,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,551176390464436c84379634f83c81ef,pedestrian,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,33a7fe34cf6e4b1a82c66a854aa7d677,motorcycle,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,6bcb66f9a56b4123a6770094bec14fd2,bicycle,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,149ba817178846ec901cfa745417a08b,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,d09a1af85ceb4a818636b582ec8a6667,pedestrian,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,7b40652560174698afe45ef723ef3183,truck,0,1,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,b23d850b9cdb4084a567ecf544090995,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,2356a03a034a4c3e8ce1e29f4362c251,car,0,1,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,a36bac33da34400284d6cc8c28f4701f,pedestrian,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,73de38f3b6f9474c9b7c484e8140df84,car,0,0,0,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,e2a3db3f31974041b8103aa8b4df84a6,car,1,0,1,0
23,6bfd42cf0aba4f1a94ec11fa43e2dd92,8844080345b9489c9b7c645f0031e20b,car,1,0,1,0
24,0af0feb5b1394b928dd13d648de898f5,f89feece4526433898be0bc3495c9f00,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,619eebcff88448c4acb5e32fbf8450a6,pedestrian,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,505a8eb107ad43588ddebadbf83459df,car,1,1,1,1
24,0af0feb5b1394b928dd13d648de898f5,66efb088c5024c9d8554dc14abb579e8,car,1,0,1,0
24,0af0feb5b1394b928dd13d648de898f5,b8720f1211a24561935a82d96d8e1b81,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,027fd904f8084040a5e6fe90f81bddfb,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,c9e8aacac33f46c7bfcfed6e26f210da,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,1b39553aa64143609ddaf8aedf5ed3e1,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,1343ace4d09a44fdac4ba9e8885dbcd5,car,1,0,1,0
24,0af0feb5b1394b928dd13d648de898f5,d7b35d8d709d46969766b39e0ca5292c,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,896c052bb65b4e5ba6113e1b87f50717,car,1,0,1,0
24,0af0feb5b1394b928dd13d648de898f5,16ffdd8502af44288d5bc4c424f4f709,car,1,0,1,0
24,0af0feb5b1394b928dd13d648de898f5,99a8a76cff2f4e449aeb4dda0cd479f5,car,1,0,1,0
24,0af0feb5b1394b928dd13d648de898f5,8057238f02e948abab61a643848d45eb,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,50c1a3d8f94c4ac280bd9ff476195ede,pedestrian,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,cbccf3086f274279a6380f23fb54aaf9,motorcycle,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,f47629cd48354a61986e739ba28799a4,bicycle,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,dce69129e7824cb48a58fd62a794bd4b,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,fd9b863c4d44402ba2b82174e4118631,pedestrian,1,1,1,1
24,0af0feb5b1394b928dd13d648de898f5,31a29c4468634d159fad287a0bc52105,truck,0,1,1,0
24,0af0feb5b1394b928dd13d648de898f5,d1b6a8755ee14a06a50eb5fffebfc307,car,0,1,1,0
24,0af0feb5b1394b928dd13d648de898f5,aae2eafad853466f9b0ae3339f555dda,pedestrian,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,2fdfca92c2be4f23affb6906285dbd12,car,0,0,0,0
24,0af0feb5b1394b928dd13d648de898f5,6d5ba0c851884b1194a5bbde96f7729d,car,1,1,1,1
24,0af0feb5b1394b928dd13d648de898f5,19cfb3b6972a40cc9dc37cb17179a920,car,1,0,1,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,52b037df00a44cd3bdf09d16b22d5b87,car,0,0,0,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,a275652cfe24465f95fc29102f377b65,pedestrian,0,0,0,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,a203e44e0001465abace71210b98d8b1,car,1,1,1,1
25,61d9340c5ad8418dafe7a4af1b96e6b9,eddf1d0fabf64d3b9aa39dafe64705e1,car,0,0,0,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,0dac77f01ffe411487ef7187dc92e1c1,car,1,0,1,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,a6e84cef3ae14e12bb123794042fabaa,car,0,0,0,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,6272d31aa1924f5fb45b3fdca9294511,car,0,0,0,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,92a1b91b2dac494d9f438463688b1675,car,0,0,0,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,bdaa20c0e37740a78d432bc380e32141,car,1,0,1,0
25,61d9340c5ad8418dafe7a4af1b96e6b9,8376455dbec349b6ad75549facdb89d7,car,0,0,0,0
